kode;nama
11.07.14.2030;Jurong Anoe Paloh
11.07.14.2031;Balee Paloh
11.07.14.2032;Siron Paloh
11.07.14.2033;Gampong Cut Paloh
11.07.14.2034;Pante Cermen Paloh
11.07.14.2035;Pasar Paloh
11.07.14.2036;Cot Kunyet
11.07.14.2037;Meuke Beurabo
11.07.14.2038;Mesjid Beurabo
11.07.14.2039;Seukeumbrok Beurabo
11.07.14.2040;Baro Beurabo
11.07.14.2041;Adang Beurabo
11.07.14.2042;Paloh Jeurat Beurabo
11.07.14.2043;Seuleunggieng Beurabo
11.07.14.2044;Teungoh Drien Gogo
11.07.14.2045;Kumbang Gogo
11.07.14.2046;Mesjid Gogo
11.07.14.2047;Tuha Gogo
11.07.14.2048;Glee Gogo
11.07.14.2049;Meuke Gogo
11.07.14.2050;Raya Gogo
11.07.14.2051;Grong-Grong Gogo
11.07.14.2052;Aron Bunot Gogo
11.07.14.2053;Buloh Gogo
11.07.14.2054;Tunong Tanjong
11.07.14.2055;Keupula Tanjong
11.07.14.2056;Jok Tanjong
11.07.14.2057;Leun Tanjong
11.07.14.2058;Pante Crung Tanjong
11.07.14.2059;Cot Keutapang Tanjong
11.07.14.2060;Siron Tanjong
11.07.14.2061;Mesjid Tanjong
11.07.14.2062;Khang Tanjong
11.07.14.2063;Meuriya Tanjong
11.07.14.2064;Pulo Hagu Tanjong
11.07.15;Peukan Baro
11.07.15.2001;Dua Paya
11.07.15.2002;Cot Meulu
11.07.15.2003;Dayah Bubue
11.07.15.2004;Tanjong Hagu
11.07.15.2005;Sumboe Buga
11.07.15.2006;Rambayan Kupula
11.07.15.2007;Rambayan Lueng
11.07.15.2008;Cempala Kuneng
11.07.15.2009;Peunayong
11.07.15.2010;Leuhop
11.07.15.2011;Kumbang waido
11.07.15.2012;Gampong waido
11.07.15.2013;Mee Krukon
11.07.15.2014;Mee Lampoh Saka
11.07.15.2015;Lueng Guci Rumpong
11.07.15.2016;Dayah Seumideun
11.07.15.2017;Mesjid Guci Rumpong
11.07.15.2018;Reuba Waido
11.07.15.2019;Dayah Tungku
11.07.15.2020;Jurong Raya
11.07.15.2021;Balee Restong
11.07.15.2022;Lueng Mesjid
11.07.15.2023;Teungoh Baroh
11.07.15.2024;Mee Hagu
11.07.15.2025;Dayah Sukon
11.07.15.2026;Blang Raya
11.07.15.2027;Balee Pineung
11.07.15.2028;Menje Mesjid
11.07.15.2029;Me Tanoh
11.07.15.2030;Sialet-Alet
11.07.15.2031;Bluek Arab
11.07.15.2032;Puuk
11.07.15.2033;Dayah Muara
11.07.15.2034;Sawiet
11.07.15.2035;Ulee Tutue
11.07.15.2036;Jim
11.07.15.2037;Keutapang
11.07.15.2038;Meuleuweuk
11.07.15.2039;Jurong
11.07.15.2040;Raya Krueng Seumideun
11.07.15.2041;Sukon Krueng Seumideun
11.07.15.2042;Mee Krueng Seumideun
11.07.15.2043;Blang Krueng Seumideun
11.07.15.2044;Keurumbok
11.07.15.2045;Ulee Cot Seupeng
11.07.15.2046;Kabat
11.07.15.2049;Blang Seupeng
11.07.15.2050;Gampong
11.07.16;Pidie
11.07.16.2001;Tijue
11.07.16.2002;Lampeudue Tunong
11.07.16.2003;Puuk
11.07.16.2004;Lampeudue Baroh
11.07.16.2005;Paya
11.07.16.2006;Mesjid Reuntoh
11.07.16.2007;Dayah Teungoh
11.07.16.2008;Baroh
11.07.16.2009;Dayah Tanoh
11.07.16.2010;Cot Geunduk
11.07.16.2011;Tumpok Laweung
11.07.16.2012;Ulee Ceue
11.07.16.2013;Keude Keulibeut
11.07.16.2014;Ulee Tutue
11.07.16.2015;Dayah Tutong
11.07.16.2016;Lampoh Lada
11.07.16.2017;Keuniree
11.07.16.2018;Tumpok 40
11.07.16.2019;Cot Teungoh
11.07.16.2020;Cot Rheng
11.07.16.2021;Labui
11.07.16.2022;Meunasah Gampong
11.07.16.2023;Pulo Pisang
11.07.16.2024;Lam Kuta
11.07.16.2025;Kampong Pukat
11.07.16.2026;Kampong Barat
11.07.16.2027;Paloh
11.07.16.2028;Gampong Baro
11.07.16.2029;Pulo Bubee
11.07.16.2030;Tibang
11.07.16.2031;Rawa
11.07.16.2032;Peukan Baro
11.07.16.2033;Mancang
11.07.16.2034;Gajah Aye
11.07.16.2035;Lhok Keutapang
11.07.16.2036;Dalueng
11.07.16.2037;Ulee Ceue
11.07.16.2038;Meucat
11.07.16.2039;Dayah Teubeng
11.07.16.2040;Tanjong
11.07.16.2041;Jawa
11.07.16.2042;Bayu
11.07.16.2043;Abo
11.07.16.2044;Keutapang
11.07.16.2045;Krueng Dhoe
11.07.16.2046;Sirong
11.07.16.2047;Keutumbu
11.07.16.2048;Jeumpa
11.07.16.2049;Raya sanggeue
11.07.16.2050;Jeuleupee
11.07.16.2051;Ujong Langgoe
11.07.16.2052;Cot Glumpang
11.07.16.2053;Seriweuk
11.07.16.2054;Mesjid Utue
11.07.16.2055;Leubue
11.07.16.2056;Batee
11.07.16.2057;Raya Uteu
11.07.16.2058;Seukembrok
11.07.16.2059;Bie
11.07.16.2060;Blang Kula
11.07.16.2061;ALue
11.07.16.2062;Seuke
11.07.16.2063;Paya Linteung
11.07.16.2064;Puli
11.07.17;Sakti
11.07.17.2001;Balue Tanoh
11.07.17.2002;Balue Kulu
11.07.17.2003;Meunasah Empeh
11.07.17.2004;Cot Sukon
11.07.17.2005;Mns Dayah Tuha
11.07.17.2006;Kampong Cot
11.07.17.2007;Paloh Jeureula
11.07.17.2008;Barieh
11.07.17.2009;Kandang
11.07.17.2010;Riweuek
11.07.17.2011;Mancang
11.07.17.2012;Kampong Pisang Bucue
11.07.17.2013;Bucue
11.07.17.2014;Lhok Panah
11.07.17.2015;Murong Cot
11.07.17.2016;Cumbok Lie
11.07.17.2017;Lam Ujong
11.07.17.2018;Murong Lhok
11.07.17.2019;Blang Cut
11.07.17.2020;Cot Cantek
11.07.17.2021;Blang Kumot Baroh
11.07.17.2022;B. Kumot Tunong
11.07.17.2023;Cumbok Niwa
11.07.17.2024;Leupeuem Mesjid
11.07.17.2025;Pulo Jeumpa
11.07.17.2026;Beutong Pocut
11.07.17.2027;Beutong Perlak
11.07.17.2028;Gampong Jumpa
11.07.17.2029;Pantee Krueng
11.07.17.2030;Jurong Pante
11.07.17.2032;Mali Lamkuta
11.07.17.2033;Mali Uke
11.07.17.2034;Mali Mesjid
11.07.17.2035;Mali Cot
11.07.17.2036;Tangkueng
11.07.17.2037;Lhok Mee
11.07.17.2038;Lameue Mns. Raya
11.07.17.2039;Lameue Mns. Baro
11.07.17.2040;Lameue Mns. Lueng
11.07.17.2041;Pulo Kreumbok
11.07.17.2042;Mns Raya Kp Pisang
11.07.17.2043;Mns Blang Sakti
11.07.17.2044;Perlak Baroh
11.07.17.2045;Lingkok
11.07.17.2046;Pasar Kota Bakti
11.07.17.2047;Mns Balee
11.07.17.2048;Perlak Asan
11.07.17.2049;Kampong Baro
11.07.17.2050;Mali Guyui
11.07.18;Simpang Tiga
11.07.18.2001;Mns Raya Paya
11.07.18.2002;Mesjid Bungie
11.07.18.2003;Liliep
11.07.18.2004;Ujong Baroh
11.07.18.2005;Peukan Sot
11.07.18.2006;Sukon
11.07.18.2007;Raya Paleue
11.07.18.2008;Lambideng
11.07.18.2009;Cot Paleu
11.07.18.2010;Seukee
11.07.18.2011;Cebrek
11.07.18.2012;Linggong Sagoe
11.07.18.2013;Kulam Baro
11.07.18.2014;Empeh
11.07.18.2015;Nien
11.07.18.2016;Ceureucok Timur
11.07.18.2017;Ceureukcok Barat
11.07.18.2018;Jaja Baroh
11.07.18.2019;Jaja Tunong
11.07.18.2020;Mesjid Gigieng
11.07.18.2021;Gong
11.07.18.2022;Pulo Raya
11.07.18.2023;Pulo Blang
11.07.18.2024;Mamplam
11.07.18.2025;Meunasah Lhee
11.07.18.2026;Pante
11.07.18.2027;Kupula
11.07.18.2028;Mantak Raya
11.07.18.2029;Peukan Tuha
11.07.18.2030;Dayah Lampoh Awe
11.07.18.2031;Meunasah Blang
11.07.18.2032;Pulo Gajah Mate
11.07.18.2033;Seuk Ceukok
11.07.18.2034;Pulo Tu
11.07.18.2035;Jurong
11.07.18.2036;Kampong Blang
11.07.18.2037;Padang
11.07.18.2038;Cot Ara
11.07.18.2039;Dayah Bale Cut
11.07.18.2040;Teungoh Mangki
11.07.18.2041;Dayah Blang
11.07.18.2042;Madika
11.07.18.2043;Sagoe
11.07.18.2044;Cereucok sagoe
11.07.18.2045;Bunien
11.07.18.2046;Paloh Tok Due
11.07.18.2047;Mesjid Tungoe
11.07.18.2048;Blang Leuen
11.07.18.2049;Ujong Gampong
11.07.18.2050;Cot Jaja
11.07.18.2051;Lheue
11.07.18.2052;Ulee Barat
11.07.19;Tangse
11.07.19.2001;Keudee Tangse
11.07.19.2002;Pulo Mesjid I
11.07.19.2003;Pulo Mesjid II
11.07.19.2004;Pulo Sejahtera
11.07.19.2005;Pulo Kawa
11.07.19.2006;Pulo Seunong
11.07.19.2007;Nubok Badeuk
11.07.19.2008;Blang Jeurat
11.07.19.2009;Pulo Baro
11.07.19.2010;Layan
11.07.19.2011;Blang Dalam
11.07.19.2012;Peunalon I
11.07.19.2013;Peunalon II
11.07.19.2014;Krueng Meuriam
11.07.19.2015;Tuha Blang Beungoh
11.07.19.2016;Blang Dhot
11.07.19.2017;Blang Bungong
11.07.19.2018;Ulee Gunong
11.07.19.2019;Keubon Nilam
11.07.19.2020;Paya Guci
11.07.19.2021;Rantau Panyang
11.07.19.2022;Blang Malo
11.07.19.2023;Krueng Seukeuek
11.07.19.2024;Beungga
11.07.19.2025;Alue Calong
11.07.19.2026;Pulo Ie
11.07.19.2027;Lhok Keutapang
11.07.19.2028;Blang Pandak
11.07.21;Tiro/Truseb
11.07.21.2001;Rabo
11.07.21.2002;Pulo Siblah
11.07.21.2003;Lhok Igeuh
11.07.21.2004;Pulo Geulumpang
11.07.21.2005;Meunasah Mancang
11.07.21.2006;Pulo Tambo
11.07.21.2007;Pulo Kenari
11.07.21.2008;Peunadok
11.07.21.2009;Pulo Mesjid
11.07.21.2010;Meunasah Dayah
11.07.21.2011;Trieng Cudo Baroh
11.07.21.2012;Trieng Cudo Tunong
11.07.21.2013;Mampree
11.07.21.2014;Daya Baroh
11.07.21.2015;Daya Teungoh
11.07.21.2016;Dayah KP Baro
11.07.21.2017;Dayah Cot
11.07.21.2018;Blang Rukui
11.07.21.2019;Panton Bunot
11.07.22;Keumala
11.07.22.2001;U Gadeng
11.07.22.2002;Kumbang
11.07.22.2003;Sagoe
11.07.22.2004;Dayah Keumala
11.07.22.2005;Jujiem
11.07.22.2006;Rheng
11.07.22.2007;Cot Nuran
11.07.22.2008;Pulo Pantee
11.07.22.2009;Pulo Teungoh
11.07.22.2010;Asan Nicah
11.07.22.2011;Papeun
11.07.22.2012;Pulo Seupeng
11.07.22.2013;Mesjid Nicah
11.07.22.2014;Tunong
11.07.22.2015;Pako
11.07.22.2016;Pulo Baro
11.07.22.2017;Cot Kreh
11.07.22.2031;Pulo Cahi
11.07.24;Mutiara Timur
11.07.24.2001;Baroh
11.07.24.2002;Alue Jojo
11.07.24.2003;Kampong Cot Usi
11.07.24.2004;Dayah Usi
11.07.24.2005;Paloh lhok Usi
11.07.24.2006;Campli Usi
11.07.24.2007;Mee Tanjong
11.07.24.2008;Mesjid Usi
11.07.24.2009;Paloh Raya
11.07.24.2010;Nibong
11.07.24.2011;Baro Ujong Rimba
11.07.24.2012;Rinti
11.07.24.2013;Didoh
11.07.24.2014;Meugit
11.07.24.2015;Empeh
11.07.24.2016;Blang Riek
11.07.24.2017;Bale Ujong Rimba
11.07.24.2018;Mon Ara
11.07.24.2019;Kulam Ara
11.07.24.2020;Blangon Basah
11.07.24.2021;Rambong
11.07.24.2022;Kampong Lada
11.07.24.2023;Dayah Kumba
11.07.24.2024;Cot Khutang
11.07.24.2025;Dayah Tanoh
11.07.24.2026;Ulee Tutue
11.07.24.2027;Beureueh II
11.07.24.2028;Mesjid Jeurat Manyang
11.07.24.2029;Paloh Tinggi
11.07.24.2030;Karieng
11.07.24.2031;Sagoe Tumpeun
11.07.24.2032;Tong Peria
11.07.24.2033;Tong Weng
11.07.24.2034;Pulo Drien
11.07.24.2035;Mesjid Gumpueng
11.07.24.2036;Ulee Gampong
11.07.24.2037;Barieh
11.07.24.2038;Jumphoh Adan
11.07.24.2039;Mee Adan
11.07.24.2040;Dayah Adan
11.07.24.2041;Alue Adan
11.07.24.2042;Rambot Adan
11.07.24.2043;Meucat Adan
11.07.24.2044;Tiba Mesjid
11.07.24.2045;Tiba Raya
11.07.24.2046;Reubat
11.07.24.2047;Simbe
11.07.24.2048;Jiem
11.07.25;Grong-grong
11.07.25.2001;Gintong
11.07.25.2002;Mesjid Beureuleung
11.07.25.2003;Beureuleung
11.07.25.2004;Baroh
11.07.25.2005;Mee
11.07.25.2006;Paya
11.07.25.2007;Teungoh
11.07.25.2008;Pangge Pilok
11.07.25.2009;Karieng
11.07.25.2010;Grong-Grong
11.07.25.2011;Nicah
11.07.25.2012;Mesjid Memeuaneuk
11.07.25.2013;Daka
11.07.25.2014;Sentosa
11.07.25.2015;Sukon
11.07.27;Mane
11.07.27.2001;Lutueng
11.07.27.2002;Blang Dalam
11.07.27.2003;Mane
11.07.27.2004;Turue Cut
11.07.29;Glumpang Baro
11.07.29.2001;U. Bungkok
11.07.29.2002;Meuteumpeun
11.07.29.2003;Kumbang Unoe
11.07.29.2004;Sagoe
11.07.29.2005;Geunteng
11.07.29.2006;Jurong Baro
11.07.29.2007;Sukon Paku
11.07.29.2008;Pulo Iboih
11.07.29.2009;Sangget
11.07.29.2010;Blang Baroh
11.07.29.2011;Manyang
11.07.29.2012;Pulo Panjoe
11.07.29.2013;Balee Gantung
11.07.29.2014;Daboih
11.07.29.2015;Seureukui Cebrek
11.07.29.2016;Glumpang Bungkok
11.07.29.2017;Ukee
11.07.29.2018;Kumbang Trung Campli
11.07.29.2019;Palong
11.07.29.2020;Seuke
11.07.29.2021;Bungong
11.07.31;Titeue
11.07.31.2001;Lingkok
11.07.31.2002;Pante Kulu
11.07.31.2003;Uke
11.07.31.2004;Pante Siren
11.07.31.2005;Pulo Raya
11.07.31.2006;Cut
11.07.31.2007;Dayah Meunara
11.07.31.2008;Paloh Naleung
11.07.31.2009;Pulo Lhoih
11.07.31.2010;Mesjid Tongpudeng
11.07.31.2011;Blang Thoe
11.07.31.2012;Asan Tongpudeng
11.07.31.2013;Alue
11.08;KAB. ACEH UTARA
11.08.01;Baktiya
11.08.01.2001;Keude Alue Ie Puteh
11.08.01.2002;Meunasah Alue Ie Puteh
11.08.01.2003;Pucok Alue
11.08.01.2004;Alue Anoe Timu
11.08.01.2005;Alue Anoe Barat
11.08.01.2006;Pulo Seukee
11.08.01.2007;Alue Serdang
11.08.01.2008;Cot Mane
11.08.01.2009;Cot Kumbang
11.08.01.2010;Matang Kumbang
11.08.01.2011;Matang Kareung
11.08.01.2012;Cot Ulaya
11.08.01.2013;Alue Geudong
11.08.01.2014;Tanjong Glumpang
11.08.01.2015;Matang Raya Timu
11.08.01.2016;Matang Raya Barat
11.08.01.2017;Matang Kelayu
11.08.01.2018;Alue Buya
11.08.01.2019;Matang Cut
11.08.01.2020;Keude Panteu Breuh
11.08.01.2021;Meudang Ara
11.08.01.2022;Meunasah Bujok
11.08.01.2023;Alue Dama
11.08.01.2024;Cot Ara
11.08.01.2025;Rambong Dalam
11.08.01.2026;Meunasah Geudong
11.08.01.2027;Alue Keutapang
11.08.01.2028;Krueng Lingka Barat
11.08.01.2029;Krueng Lingka Timu
11.08.01.2030;Alue Jamok
11.08.01.2031;Alue Bili Geulumpang
11.08.01.2032;Lhok Seutuy
11.08.01.2033;Alue Bili Rayeuk
11.08.01.2034;Keude Menjee IV
11.08.01.2035;Glumpang Bungkok
11.08.01.2036;Matang Rawa
11.08.01.2037;Glumpang Samlakoe
11.08.01.2038;Arongan Lise
11.08.01.2039;Matang Reudeup
11.08.01.2040;Matang Manyam
11.08.01.2041;Matang Ulim
11.08.01.2042;Matang Beuringen
11.08.01.2043;Cot Manyang
11.08.01.2044;Alue Ie Tarek
11.08.01.2045;Alue Rambong
11.08.01.2046;Matang Linya
11.08.01.2047;Matang Lawang
11.08.01.2048;Glumpang payong
11.08.01.2049;Mon Sukon
11.08.01.2050;Lueng Bata
11.08.01.2051;Ceumpeudak
11.08.01.2052;Buket Dara Baro
11.08.01.2053;Matang Pineung
11.08.01.2054;Matang Baro
11.08.01.2055;Ujong Dama
11.08.01.2056;Babussalam
11.08.01.2057;Cinta Makmur
11.08.02;Dewantara
11.08.02.2001;Keude Krueng Geukuh
11.08.02.2002;Tambon Baroh
11.08.02.2003;Tambon Tunong
11.08.02.2004;Paloh Gadeng
11.08.02.2005;Paloh Lada
11.08.02.2006;Uteun Geulinggang
11.08.02.2007;Pulo Rungkom
11.08.02.2008;Paloh Igeuh
11.08.02.2009;Bangka Jaya
11.08.02.2010;Ulee Pulo
11.08.02.2011;Ulee Reuleung
11.08.02.2012;Geulumpang Sulu Timu
11.08.02.2013;Geulumpang Sulu Barat
11.08.02.2014;Bluka Teubai
11.08.02.2015;Lancang Barat
11.08.03;Kuta Makmur
11.08.03.2001;Meunasah Blang Ara
11.08.03.2002;Meunasah Buket
11.08.03.2003;Blang Talon
11.08.03.2004;Cot Rheu
11.08.03.2005;Krueng Manyang
11.08.03.2006;Bayu
11.08.03.2007;Blang Ado
11.08.03.2008;Dayah Meunara
11.08.03.2009;Meunasah Kumbang
11.08.03.2010;Meunye Cut Bahagia
11.08.03.2011;Lhok Jok
11.08.03.2012;Alue Rambee
11.08.03.2013;Blang Riek
11.08.03.2014;Cempeudak
11.08.03.2015;Seuneubok Drien
11.08.03.2016;Cot Merbo
11.08.03.2017;Keude Blang Ara
11.08.03.2018;Keude Krueng
11.08.03.2019;Krueng Seunong
11.08.03.2020;Pulo Iboih
11.08.03.2021;Blang Gurah
11.08.03.2022;Guha Ulue
11.08.03.2023;Ceumeucet
11.08.03.2024;Pulo Barat
11.08.03.2025;Pulo Rayeuk
11.08.03.2026;Cot Seutui
11.08.03.2027;Langkuta
11.08.03.2028;Saweuk
11.08.03.2029;Meuria
11.08.03.2030;Meunasah Kulam
11.08.03.2031;Cot Seumiyong
11.08.03.2032;Keureusek
11.08.03.2033;Krueng Seupeng
11.08.03.2034;Muling Manyang
11.08.03.2035;Muling Meucat
11.08.03.2036;Babah Lueng
11.08.03.2037;Panton Rayeuk I
11.08.03.2038;Panton Rayeuk II
11.08.03.2039;Sido Muliyo
11.08.04;Lhoksukon
11.08.04.2001;Kuta Lhoksukon
11.08.04.2002;Cot U Sibak
11.08.04.2003;Bintang Hu
11.08.04.2004;Blang Aman
11.08.04.2005;Cot Ara
11.08.04.2006;Blang Rubek
11.08.04.2007;Nga Matang Ubi
11.08.04.2008;Meunasah Reudeup
11.08.04.2009;Alue Buket
11.08.04.2010;Meunye Matang Ubi
11.08.04.2011;Trieng Matang Ubi
11.08.04.2012;Ceubrek
11.08.04.2013;Meunasah Blang
11.08.04.2014;Buket Seuntang
11.08.04.2015;Meunasah Arongan AB
11.08.04.2016;Trieng Pantang
11.08.04.2017;Meunasah Leubok AB
11.08.04.2018;Cot Glumpang AB
11.08.04.2019;Abeuk Leupon
11.08.04.2020;Ara AB
11.08.04.2021;Mancang
11.08.04.2022;Matang Pupanji AB
11.08.04.2023;Meunasah Asan AB
11.08.04.2024;Matang Teungoh AB
11.08.04.2025;Pante
11.08.04.2026;Rambot
11.08.04.2027;Meunasah Alue Drien LB
11.08.04.2028;Alue Mudem
11.08.04.2029;Meunasah Geulinggang
11.08.04.2030;Meunasah Asan LB
11.08.04.2031;Beringin LB
11.08.04.2032;Meunasah Teungoh LB
11.08.04.2033;Meunasah Rayeuk LB
11.08.04.2034;Meunasah Ulee Barat
11.08.04.2035;Meunasah Ranto
11.08.04.2036;Meunasah Tutong
11.08.04.2037;Meunasah Nga LB
11.08.04.2038;Keutapang
11.08.04.2039;Matang Munjee
11.08.04.2040;Pulo Dulang
11.08.04.2041;Dayah LB
11.08.04.2042;Meunasah Geumata
11.08.04.2043;Meunasah Meureubo
11.08.04.2044;Meunasah Dayah LT
11.08.04.2045;Arongan LT
11.08.04.2046;Meunasah Tuha
11.08.04.2047;Meunasah Krueng LT
11.08.04.2048;Babah Geudeubang
11.08.04.2049;Grong-grong
11.08.04.2050;Alue Itam Reudeup
11.08.04.2051;Teupin Keubeu
11.08.04.2052;Meunasah Nga LT
11.08.04.2053;Meunasah Meuria
11.08.04.2054;Kumbang LT
11.08.04.2055;Seneubok Dalam
11.08.04.2056;Aleu Eumpok
11.08.04.2057;Meunasah Jok
11.08.04.2058;Manyang
11.08.04.2059;Lhok Kareung
11.08.04.2060;Cot Asan
11.08.04.2061;Alue Abee
11.08.04.2062;Buloh LT
11.08.04.2063;Geulumpang
11.08.04.2064;Meunasah Teungoh LT
11.08.04.2065;Mata U
11.08.04.2066;Meucat
11.08.04.2067;Buket Mee LT
11.08.04.2068;Ulee Tanoh
11.08.04.2069;Buket Kreung
11.08.04.2070;Ulee Gunong
11.08.04.2071;Lhok Seuntang
11.08.04.2072;Alue Itam Baroh
11.08.04.2073;Mata Ie
11.08.04.2074;Rawa
11.08.04.2075;Buket Hagu
11.08.05;Matangkuli
11.08.05.2001;Keude Matangkuli
11.08.05.2002;Ude
11.08.05.2003;Blang Matangkuli
11.08.05.2004;Rayeuk Matangkuli
11.08.05.2005;Tumpok Perlak
11.08.05.2006;Ujong Kulam
11.08.05.2007;Tanjong Teungku Ali
11.08.05.2008;Rayeuk Glang Glong
11.08.05.2009;Punti Geulumpang VII
11.08.05.2010;Geulumpang VII
11.08.05.2011;Teungoh Glumpang VII
11.08.05.2012;Aron Geulumpang VII
11.08.05.2013;Matang Munye
11.08.05.2014;Parang Sikureung
11.08.05.2015;Baro
11.08.05.2016;Mee
11.08.05.2017;Tanjong Babah Krueng
11.08.05.2018;Punti Matangkuli
11.08.05.2019;Teupin Keubue
11.08.05.2020;Trieng Teupin Keubue
11.08.05.2021;Matang Mee
11.08.05.2022;Jeumpa Geulumpang VII
11.08.05.2034;Tumpok Barat
11.08.05.2035;Meuria Matangkuli
11.08.05.2036;Hagu
11.08.05.2037;Alue Tho
11.08.05.2039;Ceubrek Pirak
11.08.05.2040;Rayeuk Pirak
11.08.05.2041;Aron Pirak
11.08.05.2042;Lawang
11.08.05.2043;Tanjong Haji Muda
11.08.05.2044;Siren
11.08.05.2045;Meunye Pirak
11.08.05.2046;Beuringen Pirak
11.08.05.2047;Teungoh Pirak
11.08.05.2048;Mesjid Pirak
11.08.05.2049;Matang Peusangan
11.08.05.2050;Pante Pirak
11.08.05.2052;Leubok Pirak
11.08.05.2053;Blang Kuta
11.08.05.2054;Blang Supeng
11.08.05.2055;Beurancan Pirak
11.08.05.2066;Alue Entok
11.08.05.2067;Tanjong Teungku Kari
11.08.05.2068;Teungoh Seuleumak
11.08.05.2069;Seuriweuk
11.08.05.2070;Dayah Baro
11.08.05.2071;Kunyet Mulee
11.08.05.2072;Tutong
11.08.06;Muara Batu
11.08.06.2001;Keude Mane
11.08.06.2002;Meunasah Drang
11.08.06.2003;Meunasah Baro
11.08.06.2004;Meunasah Lhok
11.08.06.2005;Cot Seurani
11.08.06.2006;Mane Tunong
11.08.06.2007;Kuala Dua
11.08.06.2008;Meunasah Pinto
11.08.06.2009;Keude Bungkaih
11.08.06.2010;Kambam
11.08.06.2011;Meunasah Aron
11.08.06.2012;Cot Trueng
11.08.06.2013;Dakuta
11.08.06.2014;Paloh Awe
11.08.06.2015;Tanoh Anoe
11.08.06.2016;Pante Gurah
11.08.06.2017;Teupin Banja
11.08.06.2018;Teumpok Beurandang
11.08.06.2019;Paloh Raya
11.08.06.2020;Panigah
11.08.06.2021;Ulee Madon
11.08.06.2022;Reuleut Timu
11.08.06.2023;Reuleut Barat
11.08.06.2024;Pinto Makmur
11.08.07;Meurah Mulia
11.08.07.2001;Dayah Bluek
11.08.07.2002;Mesjid Bluek
11.08.07.2003;Meuria Bluek
11.08.07.2004;Rheng Bluek
11.08.07.2005;Pulo Bluek
11.08.07.2006;Rangkileh
11.08.07.2007;Rayeuk Matang
11.08.07.2008;Ulee Meuria
11.08.07.2009;Tanjong
11.08.07.2010;Keude Karieng
11.08.07.2011;Manyang
11.08.07.2012;Ulee Ceubrek
11.08.07.2013;Teumpok Teungku
11.08.07.2014;Geulumpang
11.08.07.2015;Reudeup
11.08.07.2016;Barat Paya Itek
11.08.07.2017;Paya Kambuk
11.08.07.2018;Paya Bili
11.08.07.2019;Meunasah Mee
11.08.07.2020;Meunasah Nga
11.08.07.2021;Ubit Paya Itek
11.08.07.2022;Rayeuk Paya Itek
11.08.07.2023;Blang Cut
11.08.07.2024;Keeh
11.08.07.2025;Kumbang
11.08.07.2026;Pri Keutapang
11.08.07.2027;Mesjid
11.08.07.2028;Teungoh Reuba
11.08.07.2029;Blang Reuma
11.08.07.2030;Drien Puntong
11.08.07.2031;Pulo Kitou
11.08.07.2032;Ceubrek
11.08.07.2033;Meunye Peut
11.08.07.2034;Beuringen
11.08.07.2035;Nibong
11.08.07.2036;Tualang
11.08.07.2037;Pulo Drien Beukah
11.08.07.2038;Teungoh Kuta Batee
11.08.07.2039;Ujung Kuta Batee
11.08.07.2040;Pulo Blang
11.08.07.2041;Leubok Tuwe
11.08.07.2042;Baroh Kuta Batee
11.08.07.2043;Gampong Teungoh
11.08.07.2044;Ranto
11.08.07.2045;Meunye Payong
11.08.07.2046;Ujong Reuba
11.08.07.2047;Paya Sutra
11.08.07.2048;Baree Blang
11.08.07.2049;Keude Jungka Gajah
11.08.07.2050;Saramaba
11.08.08;Samudera
11.08.08.2001;Pie
11.08.08.2002;Asan
11.08.08.2003;Murong
11.08.08.2004;Blang Kabu
11.08.08.2005;Mancang
11.08.08.2006;Keude Geudong
11.08.08.2007;Blang Peuria
11.08.08.2008;Teupin Ara
11.08.08.2009;Teupin Beulangan
11.08.08.2010;Krueng Baro Langgahan
11.08.08.2011;Pusong
11.08.08.2012;Tanjong Kleng
11.08.08.2013;Gampong Baro
11.08.08.2014;Beuringen
11.08.08.2015;Kuta Krueng
11.08.08.2016;Kuta Glumpang
11.08.08.2017;Meucat
11.08.08.2018;Krueng Baro Blang Mee
11.08.08.2019;Ujong
11.08.08.2020;Mesjid
11.08.08.2021;Teungoh
11.08.08.2022;Keude Blang Mee Pulo Klat
11.08.08.2023;Puuk
11.08.08.2024;Lancang
11.08.08.2025;Matang Ulim
11.08.08.2026;Sawang
11.08.08.2027;Laga Baro
11.08.08.2028;Pulo
11.08.08.2029;Matang Tunong
11.08.08.2030;Matang Puntong
11.08.08.2031;Blang Nibong
11.08.08.2032;Tanjong Baroh
11.08.08.2033;Tanjong Hagu
11.08.08.2034;Tanjong Reungkam
11.08.08.2035;Tanjong Mesjid
11.08.08.2036;Paya Terbang
11.08.08.2037;Madan
11.08.08.2038;Tanjong Awe
11.08.08.2039;Kitou
11.08.08.2040;Krueng Matee
11.08.09;Seunuddon
11.08.09.2001;Tanjong Pineng
11.08.09.2002;Meurubo Puntong
11.08.09.2003;Mane Kawan
11.08.09.2004;Alue Barueh
11.08.09.2005;Keude Simpang Jalan
11.08.09.2006;Blang Pha
11.08.09.2007;Alue Kiran
11.08.09.2008;Blang Tue
11.08.09.2009;Cot Kafiraton
11.08.09.2010;Tanjong Dama
11.08.09.2011;Paya Dua Uram
11.08.09.2012;Paya Dua Ujong
11.08.09.2013;Alue Capli
11.08.09.2014;Simpang Peut
11.08.09.2015;Meunasah Sagoe
11.08.09.2016;Matang Puntong
11.08.09.2017;Matang Panyang
11.08.09.2018;Cot Patisah
