kode;nama
11.03.03.2051;Buket Jok
11.03.03.2052;Buket Meulinteung
11.03.03.2053;Gampong Jalan
11.03.03.2054;Teupin Batee
11.03.03.2055;Buket Langa
11.03.03.2056;Buket Pala
11.03.03.2057;Buket Juara
11.03.03.2058;Seuneubok Tutong
11.03.03.2059;Seuneubok Tuha
11.03.03.2060;Sampoimah
11.03.03.2061;Dama pulo
11.03.03.2062;Gureb Blang
11.03.03.2064;Gampong Baro
11.03.03.2065;Seuneubok Teungoh P.Puntong
11.03.03.2067;Kuta Lawah
11.03.04;Birem Bayeun
11.03.04.2001;Jambo Labu
11.03.04.2002;Alue Canang
11.03.04.2003;Alue Drien
11.03.04.2004;Buket Tiga
11.03.04.2005;Benteng
11.03.04.2006;Afeling II Bukit
11.03.04.2007;Keumuneng Hulu
11.03.04.2008;Peutow
11.03.04.2009;Alue Buloh
11.03.04.2010;Alue Teh
11.03.04.2011;Paya Rambong
11.03.04.2012;Alue Gadeng SA
11.03.04.2013;Paya Tampah
11.03.04.2014;Paya Bili Dua
11.03.04.2015;Paya Bili Sa
11.03.04.2016;Paya Peulawi
11.03.04.2017;Keude Birem
11.03.04.2018;Bayeun
11.03.04.2019;Aramiyah
11.03.04.2020;Blang Tualang
11.03.04.2021;Buket Seuleumak
11.03.04.2022;Birem Rayeuk
11.03.04.2023;Alue Gadeng
11.03.04.2024;Alue Gadeng Dua
11.03.04.2025;Alue Sentang
11.03.04.2026;Merbou Dua
11.03.04.2027;Alue Nyamoek
11.03.05;Serbajadi
11.03.05.2001;Lokop
11.03.05.2002;Terujak
11.03.05.2003;Tualang
11.03.05.2004;Leles
11.03.05.2005;Ujung Karang
11.03.05.2006;Nalon
11.03.05.2007;Jering
11.03.05.2008;Loot
11.03.05.2009;Seku Alan
11.03.05.2010;Sunti
11.03.05.2011;Umah Taring
11.03.05.2012;Bunin
11.03.05.2013;Sembuang
11.03.05.2014;Seuleumak
11.03.05.2015;Mesir
11.03.05.2016;Rampah
11.03.05.2022;Arul Durin
11.03.06;Nurussalam
11.03.06.2001;Keude Bagok Sa
11.03.06.2002;Keude Bagok Dua
11.03.06.2003;Asan Tanjong
11.03.06.2004;Bantayan
11.03.06.2005;Matang Seuleumak
11.03.06.2006;Teupin Pukat
11.03.06.2007;Matang Neuheun
11.03.06.2008;Kuala Bagok
11.03.06.2009;Meunasah Teungoh
11.03.06.2010;Medang Ara
11.03.06.2011;Peulawi
11.03.06.2012;Baroh Bugeng
11.03.06.2013;Seumatang Aron
11.03.06.2014;Blang Panjou
11.03.06.2025;Pulo U
11.03.06.2026;Cot Asan
11.03.06.2027;Paya Enjee
11.03.06.2028;Seuleumak Muda
11.03.06.2029;Matang Panyang
11.03.06.2030;Meunasah Hagu
11.03.06.2031;Matang Kunyet
11.03.06.2032;Buket Panjou
11.03.06.2033;Buket Meurak
11.03.06.2034;Buket Panyang
11.03.06.2035;Seuneubok Dalam
11.03.06.2036;Gampong Mesjid
11.03.06.2037;Alue Siwah Serdang
11.03.06.2038;Gampong Lhee
11.03.06.2039;Beurandang
11.03.06.2040;Gampong Jalan
11.03.06.2041;Seuneubok Rambong
11.03.07;Peureulak
11.03.07.2001;Pasir Putih
11.03.07.2002;Tualang
11.03.07.2003;Keude Peureulak
11.03.07.2004;Leuge
11.03.07.2005;Uteun Dama
11.03.07.2006;Punti
11.03.07.2007;Alue Dua Paya Gajah
11.03.07.2008;Blang Bitra
11.03.07.2009;Kuala Bugak
11.03.07.2010;Paya Lipah
11.03.07.2011;Seumatang Muda Itam
11.03.07.2012;Lhok Dalam
11.03.07.2013;Beusa Meuranoe
11.03.07.2014;Bangka Rimung
11.03.07.2015;Tanoh Rata
11.03.07.2016;Bandrong
11.03.07.2017;Blang Balok
11.03.07.2018;Cot Muda Itam
11.03.07.2019;Keumuneng
11.03.07.2020;Kuala Leuge
11.03.07.2021;Balee Buya
11.03.07.2022;Alue Nibong
11.03.07.2023;Seuneubok Peusangan
11.03.07.2024;Seuneubok Aceh
11.03.07.2025;Seuneubok Pidie
11.03.07.2026;Dama Tutong
11.03.07.2027;Matang Gleum
11.03.07.2028;Lubok Pempeng
11.03.07.2029;Buket Pala
11.03.07.2030;Paya Kalui
11.03.07.2031;Cek Mbon
11.03.07.2032;Paya Meuligou
11.03.07.2033;Blang Simpo
11.03.07.2034;Blang Batee
11.03.07.2035;Matang Peulawi
11.03.07.2036;Cot Geulumpang
11.03.07.2037;Alue Rambong
11.03.07.2038;Cot Keh
11.03.08;Rantau Selamat
11.03.08.2001;Bayeun
11.03.08.2002;Rantau Panjang
11.03.08.2003;Alue Raya
11.03.08.2004;Alue Kumba
11.03.08.2005;Seuneubok Dalam
11.03.08.2006;Alue Seuleumak
11.03.08.2007;Sarah Kayee
11.03.08.2008;Damar Siput
11.03.08.2009;Simpang Peut
11.03.08.2010;Simpang Aneuh
11.03.08.2011;Alue Punti
11.03.08.2012;Alue Kaul
11.03.08.2013;Sarah Teube
11.03.08.2014;Alue Tuwi
11.03.09;Simpang Ulim
11.03.09.2001;Peulalu
11.03.09.2002;Nicah Awe
11.03.09.2003;Alue Buloh Sa
11.03.09.2004;Alue Buloh Dua
11.03.09.2005;Teupin Breuh
11.03.09.2006;Matang Rayeuk
11.03.09.2007;Matang Kumbang
11.03.09.2008;Blang Nie
11.03.09.2010;Bantayan
11.03.09.2011;Matang Weng
11.03.09.2012;Alue Mulieng
11.03.09.2013;Pucok Alue Dua
11.03.09.2014;Gampong Blang
11.03.09.2015;Keude Tuha
11.03.09.2016;Kuala Simpang Ulim
11.03.09.2017;Lampoh Rayeuk
11.03.09.2018;Teupin Mamplam
11.03.09.2019;Titi Baroh
11.03.09.2020;Pucok Alue Sa
11.03.09.2021;Pucok Alue Barat
11.03.09.2022;Arakundo
11.03.09.2023;Gampong Baro
11.03.09.2024;Matang Seupeng
11.03.10;Rantau Peureulak
11.03.10.2001;Paya Unou
11.03.10.2002;Seuneubok Johan
11.03.10.2003;Seuneubok Baro
11.03.10.2004;Pulo Blang
11.03.10.2005;Blang Barom
11.03.10.2006;Seuneubok Dalam
11.03.10.2007;Seuleumak Muda
11.03.10.2008;Bhom Lama
11.03.10.2009;Pasi Puteh
11.03.10.2010;Alue Dua
11.03.10.2011;Buket Pala
11.03.10.2012;Mata Ie
11.03.10.2013;Alue Udep
11.03.10.2014;Seumali
11.03.10.2015;Punti Payong
11.03.10.2016;Paya Palas
11.03.10.2017;Tampak
11.03.10.2018;Kliet
11.03.10.2019;Alue Geunteng
11.03.10.2020;Pertamina
11.03.10.2021;Alue Batee
11.03.10.2022;Beurandang
11.03.10.2024;Seumanah Jaya
11.03.11;Pante Bidari
11.03.11.2001;Blang Seunong
11.03.11.2002;Suka Damai
11.03.11.2003;Pante Labu
11.03.11.2004;Pante Rambong
11.03.11.2005;Alue Ie Mirah
11.03.11.2006;Seuneubok Tuha
11.03.11.2007;Seuneubok Saboh
11.03.11.2008;Buket Kareung
11.03.11.2009;Buket Bata
11.03.11.2010;Meunasah Tunong
11.03.11.2011;Meunasah Teungoh
11.03.11.2012;Keude Baro
11.03.11.2013;Matang Perlak
11.03.11.2014;Grong-grong
11.03.11.2015;Matang Kruet
11.03.11.2016;Meunasah Leubok
11.03.11.2017;Pante Panah
11.03.11.2018;Paya Demam Sa
11.03.11.2019;Paya Demam Dua
11.03.11.2020;Paya Demam Lhee
11.03.11.2021;Matang Pudeng
11.03.11.2022;Putoh Sa
11.03.11.2023;Putoh Dua
11.03.11.2024;Sah Raja
11.03.11.2025;Sijudo
11.03.12;Madat
11.03.12.2001;Madat
11.03.12.2002;Matang Keupula Sa
11.03.12.2003;Matang Keupula Dua
11.03.12.2004;Matang Keupula Lhee
11.03.12.2005;Ulee Ateung
11.03.12.2006;Blang Ubit
11.03.12.2007;Matang Guru
11.03.12.2008;Pantee Bayam
11.03.12.2009;Meunasah Asan
11.03.12.2010;Meunasah Tingkeum
11.03.12.2011;Lueng Dua
11.03.12.2012;Lueng Peut
11.03.12.2013;Paya Demam Peut
11.03.12.2014;Abeuk Geulanteu
11.03.12.2015;Rambong Lop
11.03.12.2016;Tanjong Ara
11.03.12.2017;Matang Jrok
11.03.12.2018;Paya Naden
11.03.12.2019;Tanjong Minjei
11.03.12.2020;Pante Merbo
11.03.12.2021;Blang Awe
11.03.12.2022;Bintah
11.03.12.2023;Seuneubok Pidie
11.03.12.2024;Blang Andam
11.03.12.2025;Matang Nibong
11.03.12.2026;Lueng Sa
11.03.13;Indra Makmu
11.03.13.2001;Seuneubok Bayu
11.03.13.2002;Alue Ie Itam
11.03.13.2003;Blang Nisan
11.03.13.2004;Bandar Baro
11.03.13.2005;Alue Patong
11.03.13.2006;Alue Ie Mirah
11.03.13.2007;Suka Makmur
11.03.13.2008;Jambo Balee
11.03.13.2009;Jambo Lubok
11.03.13.2010;Seuneubok Cina
11.03.13.2011;Pelita Sagop Jaya
11.03.13.2012;Perkebunan Julok Rayeuk Selatan
11.03.13.2013;Perkebunan Julok Rayeuk Utara
11.03.14;Idi Tunong
11.03.14.2001;Seuneubok Buloh
11.03.14.2002;Seuneubok Baro
11.03.14.2003;Seuneubok Meureudu
11.03.14.2004;Seuneubok Teupin Panah
11.03.14.2005;Teupin Panah
11.03.14.2006;Gampong Keumuneng
11.03.14.2007;Keude Keumuneng
11.03.14.2008;Keumuneng Lhok
11.03.14.2009;Paya Awee
11.03.14.2010;Paya Gaboh
11.03.14.2011;Padang Kasah
11.03.14.2012;Buket Teukuh
11.03.14.2013;Buket Pu'uk
11.03.14.2014;Blang Minjei
11.03.14.2015;Alue Kumbang A
11.03.14.2016;Alue Kumbang M
11.03.14.2017;Alue Lhok
11.03.14.2018;Seuneubok Buya
11.03.14.2019;Seuneubok Drien
11.03.14.2020;Bantayan Barat
11.03.14.2021;Blang Guci
11.03.14.2022;Buket Rumiya
11.03.14.2023;Seuneubok Punti
11.03.14.2024;Seuneubok Jalan
11.03.14.2025;Seuneubok Dalam
11.03.15;Banda Alam
11.03.15.2001;Jalan Dua
11.03.15.2002;Jambo Reuhat
11.03.15.2003;Seuneubok Benteng
11.03.15.2004;Seuneubok Pango
11.03.15.2005;Seuneubok Simpang
11.03.15.2006;Seuneubok Kandang
11.03.15.2007;Ulee Jalan
11.03.15.2008;Uram Jalan
11.03.15.2009;Seuneubok Bayu
11.03.15.2010;Blang Rambong
11.03.15.2011;Buket Drien
11.03.15.2012;Panton Rayeuk A
11.03.15.2013;Panton Rayeuk B
11.03.15.2014;Panton Rayeuk M
11.03.15.2015;Panton Rayeuk T
11.03.15.2016;Paya Laman
11.03.16;Peudawa
11.03.16.2001;Gampong Keude
11.03.16.2002;Meunasah Krueng
11.03.16.2003;Kuta Baro
11.03.16.2004;Alue Batee
11.03.16.2005;Matang Rayeuk
11.03.16.2006;Paya Bili Dua
11.03.16.2007;Alue Ie Itam
11.03.16.2008;Asan Rampak
11.03.16.2009;Gampong Kuala
11.03.16.2010;Paya Dua
11.03.16.2011;Seuneubok Teungoh
11.03.16.2012;Buket Kuta
11.03.16.2013;Sama Dua
11.03.16.2014;Blang Kuta
11.03.16.2015;Blang Buket
11.03.16.2016;Seuneubok Peunteut
11.03.16.2017;Paya Bili Sa
11.03.17;Peureulak Timur
11.03.17.2001;Babah Krueng
11.03.17.2002;Kruet Lintang
11.03.17.2003;Jengki
11.03.17.2004;Buket Meriam
11.03.17.2005;Alue Gureb
11.03.17.2006;Seuneubok Teupin
11.03.17.2007;Seuneubok Teungoh
11.03.17.2008;Alue Bugeng
11.03.17.2009;Seuneubok Punti
11.03.17.2010;Seumatang Keude
11.03.17.2011;Seuneubok Jalan
11.03.17.2012;Seuneubok Paya
11.03.17.2013;Alue Tho
11.03.17.2014;Seuneubok Rawang
11.03.17.2015;Alue Bu Alue Nireh
11.03.17.2016;Seuneubok Dalam
11.03.17.2017;Seuneubok Lapang
11.03.17.2018;Gelanggang Meurak
11.03.17.2019;Alue Bu Alue Lhok
11.03.17.2020;Tualang Pateng
11.03.18;Peureulak Barat
11.03.18.2001;Beusa Seberang
11.03.18.2002;Mon Geudong
11.03.18.2003;Paya Seungat
11.03.18.2004;Teumpeun
11.03.18.2005;Alue Bu Tuha
11.03.18.2006;Alue Bu Jalan
11.03.18.2007;Tanjong Tualang
11.03.18.2008;Beringen
11.03.18.2009;Kebon Tempeun
11.03.18.2010;Paya Gajah
11.03.18.2011;Kabu
11.03.18.2012;Paya Biek
11.03.18.2013;Beusa Baroh
11.03.18.2014;Alue Bu Jalan Baroh
11.03.18.2015;Alue Bu Tunong
11.03.19;Sungai Raya
11.03.19.2001;Alue Rangan
11.03.19.2002;Geulumpang Payong
11.03.19.2003;Labuhan Keudee
11.03.19.2004;Buket Seulamat
11.03.19.2005;Buket Drien
11.03.19.2006;Alue Itam
11.03.19.2007;Paya Keutapang
11.03.19.2008;Gajah Mentah
11.03.19.2009;Seuneubok Pase
11.03.19.2010;Seuneubok Aceh
11.03.19.2011;Krueng Lingka
11.03.19.2012;Sungai Simpang
11.03.19.2013;Kuala Parek
11.03.20;Simpang Jernih
11.03.20.2001;Simpang Jernih
11.03.20.2002;Batu Sumbang
11.03.20.2003;Pante Kera
11.03.20.2004;Rantau Panjang
11.03.20.2005;Melidi
11.03.20.2006;Tampur Paloh
11.03.20.2007;Tampur Boor
11.03.20.2008;HTI Rantau Naro
11.03.21;Darul Ihsan
11.03.21.2001;Meudang Ara
11.03.21.2002;Gunong Putoh
11.03.21.2003;Meunasah Aroen
11.03.21.2004;Keude Dua
11.03.21.2005;Seuneubok Lapang
11.03.21.2006;Alue Jangat
11.03.21.2007;Buket Peulawi
11.03.21.2008;Lhok Panjoe
11.03.21.2009;Seuneubok Aceh Baro
11.03.21.2010;Pulo Blang
11.03.21.2011;Lhok Dalam
11.03.21.2012;Lhok Leumak
11.03.21.2013;Seuneubok Kulam
11.03.21.2014;Panton Meurebo
11.03.21.2015;Seuneubok Teungoh
11.03.21.2016;Lhok Meureu
11.03.22;Darul Falah
11.03.22.2001;Tunong Bugeng
11.03.22.2002;Cempeudak
11.03.22.2003;Buket Tufah
11.03.22.2004;Tunong Ulee Gajah
11.03.22.2005;Keudondong
11.03.22.2006;Seuneubok Panton
11.03.22.2007;Buket Teumpeun
11.03.22.2008;Keude Blang
11.03.22.2009;Paya Kruep
11.03.22.2010;Tunong Paya Kruep
11.03.22.2011;Alue Siwah
11.03.23;Idi Timur
11.03.23.2001;Keutapang Dua
11.03.23.2002;Matang Rayeuk PP
11.03.23.2003;Meunasah Jeumpa
11.03.23.2004;Lhok Asahan
11.03.23.2005;Tualang Dalam
11.03.23.2006;Seuneubok Kuyun
11.03.23.2007;Ulee Glee
11.03.23.2008;Seuneubok Barat
11.03.23.2009;Seuneubok Teungoh
11.03.23.2010;Seuneubok Timu
11.03.23.2011;Matang Bungong
11.03.23.2012;Matang Rayeuk SMK
11.03.23.2013;Seuneubok Dalam
11.03.24;Peunaron
11.03.24.2001;Arul Pinang
11.03.24.2002;Peunaron Baru
11.03.24.2003;Peunaron Lama
11.03.24.2004;Bukit Tiga
11.03.24.2006;Sri Mulya
11.04;KAB. ACEH TENGAH
11.04.01;Linge
11.04.01.2003;Delung Sekinel
11.04.01.2005;Gelampang Gading
11.04.01.2006;Gewat
11.04.01.2008;Jamat
11.04.01.2009;Kemerleng
11.04.01.2010;Kute Baru
11.04.01.2011;Kute Keramil
11.04.01.2012;Kute Rayang
11.04.01.2013;Kute Riyem
11.04.01.2014;Kute Robel
11.04.01.2015;Linge
11.04.01.2016;Lumut
11.04.01.2018;Mungkur
11.04.01.2019;Owaq
11.04.01.2020;Pantan Nangka
11.04.01.2021;Penarun
11.04.01.2022;Simpang Tige Uning
11.04.01.2023;Umang
11.04.01.2024;Despot Linge
11.04.01.2025;Gemboyah
11.04.01.2031;Arul Item
11.04.01.2032;Ise-Ise
11.04.01.2033;Kute Reje
11.04.01.2034;Reje Payung
11.04.01.2035;Pantan Reduk
11.04.01.2036;Antara
11.04.02;Silih Nara
11.04.02.2001;Arul Gele
11.04.02.2002;Arul Kumer
11.04.02.2003;Burni Bius
11.04.02.2004;Genting Gerbang
11.04.02.2005;Gunung Singit
11.04.02.2007;Pepayungan Angkup
11.04.02.2008;Remesen
11.04.02.2009;Rutih
11.04.02.2010;Semelit Mutiara
11.04.02.2012;Wih Porak
11.04.02.2013;Wih Bakong
11.04.02.2014;Wihni Durin
11.04.02.2016;Arul Putih
11.04.02.2017;Arul Relem
11.04.02.2018;Burni Bius Baru
11.04.02.2019;Jerata
11.04.02.2022;Paya Beke
11.04.02.2023;Paya Pelu
11.04.02.2026;Rebe Gedung
11.04.02.2027;Reremal
11.04.02.2029;Senehen
11.04.02.2030;Simpang Kemili
11.04.02.2031;Tenebuk Kampung Baru
11.04.02.2032;Terang Engon
11.04.02.2033;Wih Pesam
11.04.02.2034;Bius Utama
11.04.02.2035;Meker Indah
11.04.02.2036;Mulie Jadi
11.04.02.2037;Wih Bersih
11.04.02.2038;Wih Sagi Indah
11.04.02.2039;Arul Kumer Barat
11.04.02.2040;Arul Kumer Timur
11.04.02.2041;Arul Kumer Selatan
11.04.03;Bebesen
11.04.03.2001;Blang Kolak I
11.04.03.2002;Bebesan
11.04.03.2003;Mongal
11.04.03.2004;Daling
11.04.03.2005;Tensaran
11.04.03.2006;Lelabu
11.04.03.2007;Blang Gele
11.04.03.2008;Kemili
11.04.03.2009;Tan Saril
11.04.03.2010;Blang Kolak II
11.04.03.2011;Umang
11.04.03.2012;Simpang IV
11.04.03.2013;Bahgie
11.04.03.2014;Keramat Mupakat
11.04.03.2015;Atu Gajah Reje Guru
11.04.03.2016;Atu Tulu
11.04.03.2017;Burbiah
11.04.03.2018;Empus Talu
11.04.03.2019;Gele Lah
11.04.03.2020;Kebet
11.04.03.2021;Lemah Burbana
11.04.03.2022;Mah Bengi
11.04.03.2023;Nunang Antara
11.04.03.2024;Pendere Saril
11.04.03.2025;Sadong Juru Mudi
11.04.03.2026;Ulu Nuwih
11.04.03.2027;Colo Blang Gele
11.04.03.2028;Kala Kemili
11.04.07;Pegasing
11.04.07.2001;Arul Badak
11.04.07.2004;Berawang Baro
11.04.07.2008;Gelelungi
11.04.07.2009;Ie Reulop
11.04.07.2010;Kayu Kul
11.04.07.2011;Kedelah
11.04.07.2012;Kung
11.04.07.2013;Kute Lintang
11.04.07.2014;Lelumu
11.04.07.2016;Paya Jeget
11.04.07.2017;Pedekok
11.04.07.2018;Pegasing
11.04.07.2019;Pepalang
11.04.07.2021;Simpang Kelaping
11.04.07.2024;Tebuk
11.04.07.2025;Terang Ulen
11.04.07.2026;Ujung Gele
11.04.07.2029;Wih Ilang
11.04.07.2030;Wih Nareh
11.04.07.2031;Wih Lah
11.04.07.2032;Jejem
11.04.07.2033;Jurusen
11.04.07.2034;Kala Pegasing
11.04.07.2035;Linung Ayu
11.04.07.2036;Panangan Mata
11.04.07.2037;Pantan Musara
11.04.07.2038;Wih Terjun
11.04.07.2039;Belang Bebangka
11.04.07.2040;Uning
11.04.07.2041;Uring
11.04.07.2042;Suka Damai
11.04.08;Bintang
11.04.08.2001;Atu Payung
11.04.08.2002;Bale Nosar
11.04.08.2003;Bamil Nosar
11.04.08.2004;Bewang
11.04.08.2005;Dedamar
11.04.08.2006;Genuren
11.04.08.2007;Kala Bintang
11.04.08.2008;Kala Segi
11.04.08.2009;Kejurun Syiah Utama
11.04.08.2010;Kelitu Sintep
11.04.08.2011;Kuala I
11.04.08.2012;Kuala II
11.04.08.2013;Linung Bulen I
11.04.08.2014;Linung Bulen II
11.04.08.2015;Mengaya
11.04.08.2016;Mude Nosar
11.04.08.2017;Serule
11.04.08.2018;Wakil Jalil
11.04.08.2019;Wihlah Setie
11.04.08.2020;Gegarang
11.04.08.2021;Jamur Konyel
11.04.08.2022;Merodot
11.04.08.2023;Sintep
11.04.08.2024;Gele Pulo
11.04.10;Ketol
11.04.10.2001;Bah
11.04.10.2002;Blang Mancung
11.04.10.2003;Bintang Pepara
11.04.10.2004;Burlah
11.04.10.2005;Buter
11.04.10.2006;Cang Duri
11.04.10.2007;Geulumpang Payung
11.04.10.2008;Jaluk
11.04.10.2009;Kala Ketol
11.04.10.2010;Karang Ampar
11.04.10.2011;Kekuyang
11.04.10.2012;Kute Gelime
11.04.10.2013;Pantan Penyo
11.04.10.2014;Pantan Reduk
11.04.10.2015;Pondok Balik
11.04.10.2016;Rejewali
11.04.10.2017;Serempah
11.04.10.2018;Bergang
11.04.10.2019;Blang Mancung Bawah
11.04.10.2020;Buge Ara
11.04.10.2021;Genting Bulen
11.04.10.2022;Jalan Tengah
11.04.10.2023;Jerata
11.04.10.2024;Simpang Juli
11.04.10.2025;Selon
11.04.11;Kebayakan
11.04.11.2001;Bukit Sama
11.04.11.2002;Gunung Bukit
11.04.11.2003;Jongok Meluem
11.04.11.2004;Kelupak Mata
11.04.11.2005;Lot Kala
11.04.11.2006;Mendale
11.04.11.2007;Paya Reje Tami Dalem
11.04.11.2008;Paya Tumpi
11.04.11.2009;Pinangan
11.04.11.2010;Bukit
11.04.11.2011;Bukit Ewih Tami Delem
11.04.11.2012;Gunung Bahgie
11.04.11.2013;Gunung Balohen
11.04.11.2014;Jongkok Bathin
11.04.11.2015;Kala Lengkio
11.04.11.2016;Kute Lot
11.04.11.2017;Paya Tumpi Baru
11.04.11.2018;Paya Tumpi I
11.04.11.2019;Timangan Gading
11.04.11.2020;Telege Atu
11.04.12;Kute Panang
11.04.12.2001;Atu Gogop
11.04.12.2002;Balik
11.04.12.2003;Buter Balik
11.04.12.2004;Dedingin
11.04.12.2005;Kute Panang
11.04.12.2006;Lukub Sabun
11.04.12.2007;Pantan Sile
11.04.12.2008;Ratawali
11.04.12.2009;Segene Balik
11.04.12.2010;Tapak Moge
11.04.12.2011;Tawar Miko
11.04.12.2012;Tawardi
11.04.12.2013;Timang Rasa
11.04.12.2014;Wih Nongkal
11.04.12.2015;Bukit Rata
11.04.12.2016;Lukub Sabun Barat
11.04.12.2017;Lukub Sabun Tengah
11.04.12.2018;Lukub Sabun Timur
11.04.12.2019;Wih Nongkal Toa
11.04.12.2020;Tapak Moge Timur
11.04.12.2021;Empu Balik
11.04.12.2022;Blang Balik
11.04.12.2023;Kala Nongkal
11.04.12.2024;Pantan Jerik
11.04.13;Celala
11.04.13.2001;Arul Gading
11.04.13.2002;Belang Kekumur
11.04.13.2003;Berawang Gading
11.04.13.2004;Celala
11.04.13.2005;Cibro
11.04.13.2006;Kuyun
11.04.13.2007;Kuyun Toa
11.04.13.2008;Kuyun Uken
11.04.13.2009;Makmur
11.04.13.2010;Melala
11.04.13.2011;Paya Kolak
11.04.13.2012;Ramung Ara
11.04.13.2013;Sepakat
11.04.13.2014;Tanoh Depet
11.04.13.2015;Uning Berawang Ramung
11.04.13.2016;Blang Delem
11.04.13.2017;Depet Indah
11.04.17;Laut Tawar
11.04.17.2001;Takengon Timur
11.04.17.2002;Asir Asir
11.04.17.2003;Asir Asir Asia
11.04.17.2004;Bale Atu
11.04.17.2005;Bujang
11.04.17.2006;Gunung Suku
11.04.17.2007;Hakim Bale Bujang
11.04.17.2008;Kenawat
11.04.17.2009;Kuteni Reje
11.04.17.2010;Pedemun One One
11.04.17.2011;Rawe
11.04.17.2012;Takengon Barat
11.04.17.2013;Toweren Antara
11.04.17.2014;Toweran Toa
11.04.17.2015;Toweren Uken
11.04.17.2016;Teluk One-One
11.04.17.2017;Merah Mersa
11.04.17.2018;Waq Toweren
11.04.18;Atu Lintang
11.04.18.2001;Atu Lintang
11.04.18.2002;Merah Mege
11.04.18.2003;Merah Pupuk
11.04.18.2004;Merah Muyang
11.04.18.2005;Gayo Murni
11.04.18.2006;Kepala Akal
11.04.18.2007;Tanoh Abu
11.04.18.2008;Bintang Kekelip
11.04.18.2009;Merah Jernang
11.04.18.2010;Damar Mulyo
11.04.18.2011;Pantan Damar
11.04.19;Jagong Jeget
11.04.19.2001;Merah Said
11.04.19.2002;Berawang Dewal
11.04.19.2003;Gegarang
11.04.19.2004;Telege Sari
11.04.19.2005;Jeget Ayu
11.04.19.2006;Paya Tungel
11.04.19.2007;Jagong Jeget
11.04.19.2008;Bukit Sari
11.04.19.2009;Bukit Kemuning
11.04.19.2010;Paya Dedep
11.04.20;Bies
11.04.20.2001;Bies Penentanan
11.04.20.2002;Bies Baru
11.04.20.2003;Bies Mulie
11.04.20.2004;Aru Latong
11.04.20.2005;Simpang Lukup Badak
11.04.20.2006;Atang Jungket
11.04.20.2007;Tebes Lues
11.04.20.2008;Pucuk Deku
11.04.20.2009;Lenga
11.04.20.2010;Uning Pegantungen
11.04.20.2011;Simpang Uning Niken
11.04.20.2012;Karang Bayur
11.04.21;Rusip Antara
11.04.21.2001;Pantan Tengah
11.04.21.2002;Rusip
11.04.21.2003;Pilar
11.04.21.2004;Arul Pertik
11.04.21.2005;Pilar Jaya
11.04.21.2006;Tirmi Ara
11.04.21.2007;Atu Singkih
11.04.21.2008;Pantan Bener
11.04.21.2009;Kerawang
11.04.21.2010;Mekar Maju
11.04.21.2011;Paya Tampu
11.04.21.2012;Tanjung
11.04.21.2013;Merandeh Paya
11.04.21.2014;Kuala Rawa
11.04.21.2015;Pilar Wih Kiri
11.04.21.2016;Lut Jaya
11.05;KAB. ACEH BARAT
11.05.01;Johan Pahwalan
11.05.01.2001;Suak Indrapuri
11.05.01.2002;Kampung Belakang
11.05.01.2003;Ujung Kalak
11.05.01.2004;Kuta Padang
11.05.01.2005;Ujong Baroh
11.05.01.2006;Rundeng
11.05.01.2007;Drien Rampak
11.05.01.2008;Pasir
11.05.01.2009;Pasar Aceh
11.05.01.2010;Padang Seurahet
11.05.01.2011;Panggong
11.05.01.2012;Seuneugok
11.05.01.2013;Gampong Darat
11.05.01.2014;Gampa
11.05.01.2015;Lapang
11.05.01.2016;Blang Beurandang
11.05.01.2017;Suak Ribee
11.05.01.2018;Suak Raya
11.05.01.2019;Suak Nie
11.05.01.2020;Leuhan
11.05.01.2021;Suak Sigadeng
11.05.02;Kaway XVI
11.05.02.2001;Keude Aron
11.05.02.2002;Kampung Masjid
11.05.02.2003;Padang Mancang
11.05.02.2004;Meunasah Buloh
11.05.02.2005;Alue Tampak
11.05.02.2006;Beureugang
11.05.02.2007;Marek
11.05.02.2008;Pasi Jambu
11.05.02.2009;Meunasah Ara
11.05.02.2010;Meunasah Rayeuk
11.05.02.2011;Simpang
11.05.02.2012;Peunia
11.05.02.2013;Tumpok Ladang
11.05.02.2014;Pasi Teungoh
11.05.02.2015;Putim
11.05.02.2016;Meunasah Rambot
11.05.02.2017;Pasi Jeumpa
11.05.02.2018;Palimbungan
11.05.02.2019;Muko
11.05.02.2020;Meuna. Gantung
11.05.02.2021;Blang Geunang
11.05.02.2022;Puuk
11.05.02.2023;Tanjong Bungong
11.05.02.2024;Alue On
11.05.02.2036;Tanjong Meulaboh
11.05.02.2037;Keude Tanjong
11.05.02.2038;Pungkie
11.05.02.2039;Pucok Pungkie
11.05.02.2040;Teladan
11.05.02.2041;Pasi Ara
11.05.02.2042;Meunuang Tanjong
11.05.02.2043;Alue Lhee
11.05.02.2044;Blang Dalam
11.05.02.2045;Teupin Panah
11.05.02.2046;Drien Caleue
11.05.02.2047;Alue Peudeung
11.05.02.2048;Pasi Meugat
11.05.02.2049;Babah Meulaboh
11.05.02.2050;Pasi Kumbang
11.05.02.2051;Padang Sikabu
11.05.02.2052;Sawang Teubei
11.05.02.2053;Alue Lhok
11.05.02.2062;Batu Jaya
11.05.02.2063;Keuramat
11.05.03;Sungai Mas
11.05.03.2001;Tungkop
11.05.03.2002;Sakuy
11.05.03.2003;Kajeung
11.05.03.2004;Geudong
11.05.03.2005;Sarah Perlak
11.05.03.2006;Tutut
